subject,repetition,window_id,start_sample,end_sample,label,gesture_id,gesture_name,action_ratio,n_rr,mean_hr_bpm,std_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_pct
S03,1,44,215269,220269,GESTURE,9,Flexion of Thumb,1.000,9,65.25,2.95,921.33,43.49,41.78,25.00
S03,2,1,197,5197,REST,-1,REST,0.000,10,61.20,2.94,982.60,47.99,79.85,66.67
S03,2,2,5197,10197,REST,-1,REST,0.000,9,61.14,2.71,983.33,46.41,74.33,50.00
S03,2,3,10197,15197,REST,-1,REST,0.000,9,64.12,2.38,937.11,37.02,42.85,25.00
S03,2,4,15197,20197,REST,-1,REST,0.000,10,64.49,3.18,932.60,47.78,68.55,66.67
S03,2,5,20197,25197,REST,-1,REST,0.000,11,70.38,4.43,856.00,57.43,46.38,40.00
S03,2,6,25197,30197,GESTURE,4,Wrist Extension,0.998,10,66.16,2.82,908.60,41.89,45.01,22.22
S03,2,7,30197,35197,GESTURE,4,Wrist Extension,0.669,9,62.56,2.97,961.33,48.93,68.23,75.00
S03,2,8,35197,40197,GESTURE,4,Wrist Extension,1.000,10,63.51,2.68,946.40,42.09,64.89,55.56
S03,2,9,40197,45197,REST,-1,REST,0.004,9,62.51,2.66,961.56,42.83,46.40,25.00
S03,2,10,45197,50197,GESTURE,10,Flexion of Middle Finger,0.967,11,70.85,2.83,848.18,35.61,42.34,20.00
S03,2,11,50197,55197,GESTURE,10,Flexion of Middle Finger,0.672,11,70.40,3.90,854.91,50.35,33.60,10.00
S03,2,12,55197,60197,GESTURE,10,Flexion of Middle Finger,1.000,10,68.16,2.61,881.60,36.32,36.96,11.11
S03,2,13,60197,65197,REST,-1,REST,0.010,10,65.77,2.45,913.60,36.13,33.03,11.11
S03,2,14,65197,70197,GESTURE,2,Hand Open,0.965,10,67.41,4.25,893.60,57.96,47.97,44.44
S03,2,15,70197,75197,GESTURE,2,Hand Open,0.685,10,65.44,10.24,951.80,238.65,364.34,44.44
S03,2,16,75197,80197,GESTURE,2,Hand Open,1.000,9,64.60,2.71,930.44,41.23,51.33,25.00
S03,2,17,80197,85197,REST,-1,REST,0.000,11,70.46,3.53,853.82,46.74,40.52,20.00
S03,2,18,85197,90197,GESTURE,3,Wrist Flexion,0.971,10,65.42,3.43,919.60,50.50,57.37,44.44
S03,2,19,90197,95197,GESTURE,3,Wrist Flexion,0.678,10,64.55,3.07,931.60,45.23,63.12,66.67
S03,2,20,95197,100197,GESTURE,3,Wrist Flexion,1.000,10,67.34,5.09,896.20,73.06,30.50,11.11
S03,2,21,100197,105197,REST,-1,REST,0.012,11,72.12,4.99,835.82,59.43,41.86,20.00
S03,2,22,105197,110197,GESTURE,9,Flexion of Thumb,0.957,9,65.00,3.86,926.22,57.04,57.39,37.50
S03,2,23,110197,115197,GESTURE,9,Flexion of Thumb,0.673,11,68.21,2.48,880.73,31.74,36.29,20.00
S03,2,24,115197,120197,GESTURE,9,Flexion of Thumb,1.000,10,67.02,1.69,895.80,23.33,23.72,0.00
S03,2,25,120197,125197,REST,-1,REST,0.027,10,64.73,3.50,929.60,53.26,56.69,33.33
S03,2,26,125197,130197,GESTURE,8,Tripod Grasp,0.942,10,68.23,3.15,881.20,41.08,29.98,11.11
S03,2,27,130197,135197,GESTURE,8,Tripod Grasp,0.670,10,68.59,1.62,875.20,21.89,29.81,11.11
S03,2,28,135197,140197,GESTURE,8,Tripod Grasp,1.000,10,63.42,4.76,951.20,72.17,56.02,44.44
S03,2,29,140197,145197,REST,-1,REST,0.052,10,64.54,2.97,931.60,43.73,45.63,44.44
S03,2,30,145197,150197,GESTURE,6,Cut Something,0.921,9,64.37,2.36,933.33,36.35,51.28,37.50
S03,2,31,150197,155197,GESTURE,6,Cut Something,0.662,10,64.69,3.26,929.80,49.03,62.50,55.56
S03,2,32,155197,160197,GESTURE,6,Cut Something,1.000,11,69.82,3.07,861.09,40.59,41.67,20.00
S03,2,33,160197,165197,REST,-1,REST,0.080,11,78.16,13.84,784.91,103.65,126.66,30.00
S03,2,34,165197,170197,GESTURE,7,Flexion of Little Finger,0.925,11,73.91,4.71,815.27,58.27,43.43,20.00
S03,2,35,170197,175197,GESTURE,7,Flexion of Little Finger,0.671,10,64.02,4.75,942.40,73.59,54.74,44.44
S03,2,36,175197,180197,GESTURE,7,Flexion of Little Finger,1.000,9,61.99,5.17,974.67,87.02,42.12,25.00
S03,2,37,180197,185197,REST,-1,REST,0.059,9,58.86,3.13,1022.22,55.45,53.65,37.50
S03,2,38,185197,190197,GESTURE,5,Pointing Index,0.910,10,65.60,4.97,920.00,75.40,59.72,33.33
S03,2,39,190197,195197,GESTURE,5,Pointing Index,0.675,10,64.21,2.08,935.40,31.65,39.92,22.22
S03,2,40,195197,200197,GESTURE,5,Pointing Index,1.000,10,70.42,5.51,857.40,72.92,53.83,44.44
S03,2,41,200197,205197,REST,-1,REST,0.069,10,67.79,3.34,887.20,45.23,40.74,22.22
S03,2,42,205197,210197,GESTURE,1,Hand Close,0.904,10,61.56,2.38,976.00,38.52,56.00,33.33
S03,2,43,210197,215197,GESTURE,1,Hand Close,0.673,9,60.35,2.61,996.00,44.59,40.45,25.00
S03,3,1,2679,7679,REST,-1,REST,0.000,10,65.06,2.83,924.00,41.44,42.88,22.22
S03,3,2,7679,12679,REST,-1,REST,0.000,10,63.66,2.75,944.20,39.61,44.81,22.22
S03,3,3,12679,17679,REST,-1,REST,0.000,9,63.57,3.21,946.22,48.63,55.61,37.50
S03,3,4,17679,22679,REST,-1,REST,0.000,10,62.92,3.72,956.80,58.51,41.98,33.33
S03,3,5,22679,27679,REST,-1,REST,0.486,10,68.50,2.78,877.40,37.41,32.64,11.11
S03,3,6,27679,32679,GESTURE,5,Pointing Index,0.846,11,69.54,2.94,864.36,38.39,35.84,10.00
S03,3,7,32679,37679,GESTURE,5,Pointing Index,0.869,10,69.56,15.84,891.80,135.70,137.08,44.44
S03,3,8,37679,42679,REST,-1,REST,0.454,10,65.86,2.78,912.60,39.64,52.35,33.33
S03,3,9,42679,47679,GESTURE,4,Wrist Extension,0.516,10,64.03,2.37,938.40,36.77,43.33,22.22
S03,3,10,47679,52679,GESTURE,4,Wrist Extension,0.815,9,62.77,2.86,957.78,45.33,56.52,75.00
S03,3,11,52679,57679,GESTURE,4,Wrist Extension,0.857,10,63.87,2.10,940.40,32.78,48.63,33.33
S03,3,12,57679,62679,REST,-1,REST,0.475,10,66.48,2.55,903.80,34.89,52.07,33.33
S03,3,13,62679,67679,REST,-1,REST,0.494,10,68.61,3.10,876.20,40.45,36.72,33.33
S03,3,14,67679,72679,GESTURE,6,Cut Something,0.833,11,73.73,2.97,815.09,35.24,28.67,10.00
S03,3,15,72679,77679,GESTURE,6,Cut Something,0.835,11,67.68,3.92,889.45,53.63,34.02,10.00
S03,3,16,77679,82679,REST,-1,REST,0.493,10,66.84,3.23,899.80,46.12,30.37,22.22
S03,3,17,82679,87679,REST,-1,REST,0.479,9,63.64,2.99,944.89,46.44,60.89,50.00
S03,3,18,87679,92679,GESTURE,10,Flexion of Middle Finger,0.850,10,61.66,2.17,974.20,35.14,49.51,33.33
S03,3,19,92679,97679,GESTURE,10,Flexion of Middle Finger,0.825,9,62.62,2.41,959.56,37.10,61.36,50.00
S03,3,20,97679,102679,REST,-1,REST,0.499,9,63.21,2.65,950.89,43.52,53.94,25.00
S03,3,21,102679,107679,REST,-1,REST,0.468,11,69.15,4.72,871.64,61.26,45.40,30.00
S03,3,22,107679,112679,GESTURE,9,Flexion of Thumb,0.861,10,64.68,2.64,929.20,39.09,40.55,22.22
S03,3,23,112679,117679,GESTURE,9,Flexion of Thumb,0.816,10,68.18,3.18,882.00,44.10,46.62,33.33
S03,3,24,117679,122679,GESTURE,9,Flexion of Thumb,0.516,10,65.37,3.25,920.00,47.00,36.25,11.11
S03,3,25,122679,127679,REST,-1,REST,0.461,10,69.67,2.97,862.80,40.48,28.28,11.11
S03,3,26,127679,132679,GESTURE,3,Wrist Flexion,0.863,10,66.25,3.05,907.60,44.00,35.18,11.11
S03,3,27,132679,137679,GESTURE,3,Wrist Flexion,0.809,10,65.88,2.61,912.20,37.92,34.45,11.11
S03,3,28,137679,142679,GESTURE,3,Wrist Flexion,0.520,11,67.05,3.91,898.00,55.60,44.32,20.00
S03,3,29,142679,147679,REST,-1,REST,0.452,9,66.09,2.80,909.56,41.18,55.13,50.00
S03,3,30,147679,152679,GESTURE,7,Flexion of Little Finger,0.878,11,67.04,2.62,896.36,36.24,49.79,20.00
S03,3,31,152679,157679,GESTURE,7,Flexion of Little Finger,0.791,11,72.07,2.65,833.64,32.91,29.26,10.00
S03,3,32,157679,162679,GESTURE,7,Flexion of Little Finger,0.538,10,69.84,2.99,860.60,37.70,36.90,22.22
S03,3,33,162679,167679,REST,-1,REST,0.425,11,75.61,28.35,854.91,176.25,278.26,50.00
S03,3,34,167679,172679,GESTURE,8,Tripod Grasp,0.834,9,63.11,3.06,952.89,48.78,57.33,37.50
S03,3,35,172679,177679,GESTURE,8,Tripod Grasp,0.835,10,65.22,1.98,920.80,29.23,34.90,11.11
S03,3,36,177679,182679,REST,-1,REST,0.488,10,66.78,2.76,900.00,38.39,52.67,22.22
S03,3,37,182679,187679,REST,-1,REST,0.483,10,65.11,2.59,923.00,39.07,50.69,33.33
S03,3,38,187679,192679,GESTURE,1,Hand Close,0.840,10,64.42,4.79,936.40,70.32,48.98,33.33
S03,3,39,192679,197679,GESTURE,1,Hand Close,0.829,10,70.10,3.45,858.00,44.50,41.09,22.22
S03,3,40,197679,202679,REST,-1,REST,0.497,10,66.28,2.74,906.80,37.91,41.90,11.11
S03,3,41,202679,207679,REST,-1,REST,0.473,11,70.29,3.49,855.64,43.72,33.88,20.00
S03,3,42,207679,212679,GESTURE,2,Hand Open,0.860,11,73.75,3.35,815.27,39.72,30.28,10.00
S03,3,43,212679,217679,GESTURE,2,Hand Open,0.814,11,73.25,3.28,820.73,38.85,21.87,10.00
S03,4,1,292,5292,REST,-1,REST,0.000,10,60.77,4.26,992.60,78.72,104.51,66.67
S03,4,2,5292,10292,REST,-1,REST,0.000,9,63.56,2.94,946.00,45.59,44.57,25.00
S03,4,3,10292,15292,REST,-1,REST,0.000,10,66.62,3.44,903.00,48.25,59.83,33.33
S03,4,4,15292,20292,REST,-1,REST,0.000,11,70.74,5.08,852.55,63.23,33.59,10.00
S03,4,5,20292,25292,REST,-1,REST,0.009,10,68.28,3.19,880.60,42.58,44.82,33.33
S03,4,6,25292,30292,GESTURE,8,Tripod Grasp,1.000,11,68.55,3.75,877.82,48.05,34.54,20.00
S03,4,7,30292,35292,GESTURE,8,Tripod Grasp,0.675,10,67.91,3.32,885.60,44.52,37.98,22.22
S03,4,8,35292,40292,GESTURE,8,Tripod Grasp,0.973,11,68.51,1.98,876.55,26.62,30.59,10.00
S03,4,9,40292,45292,REST,-1,REST,0.000,11,74.94,3.27,802.18,36.70,32.60,10.00
S03,4,10,45292,50292,GESTURE,3,Wrist Flexion,0.998,11,74.31,3.18,808.91,35.98,32.66,10.00
S03,4,11,50292,55292,GESTURE,3,Wrist Flexion,0.672,11,69.23,2.80,868.18,37.57,41.33,10.00
S03,4,12,55292,60292,GESTURE,3,Wrist Flexion,0.986,10,67.82,2.25,885.60,30.30,40.88,11.11
S03,4,13,60292,65292,REST,-1,REST,0.000,10,69.93,3.85,860.60,49.94,56.87,33.33
S03,4,14,65292,70292,GESTURE,2,Hand Open,0.983,11,69.07,2.97,870.36,39.55,50.41,50.00
S03,4,15,70292,75292,GESTURE,2,Hand Open,0.668,10,64.42,3.03,933.40,45.70,68.56,55.56
S03,4,16,75292,80292,GESTURE,2,Hand Open,0.997,10,66.23,3.56,908.60,51.23,67.38,44.44
S03,4,17,80292,85292,REST,-1,REST,0.000,10,71.99,1.56,833.80,18.84,15.55,0.00
S03,4,18,85292,90292,GESTURE,10,Flexion of Middle Finger,0.973,11,67.94,2.43,884.18,32.70,33.79,20.00
S03,4,19,90292,95292,GESTURE,10,Flexion of Middle Finger,0.673,10,70.41,6.22,858.80,79.68,41.83,22.22
S03,4,20,95292,100292,GESTURE,10,Flexion of Middle Finger,0.938,9,58.94,2.99,1020.67,56.16,75.67,25.00
S03,4,21,100292,105292,REST,-1,REST,0.036,10,65.04,3.39,925.00,50.08,40.86,11.11
S03,4,22,105292,110292,GESTURE,5,Pointing Index,1.000,10,67.08,2.25,895.40,31.52,34.08,22.22
S03,4,23,110292,115292,GESTURE,5,Pointing Index,0.668,10,67.74,4.14,889.00,57.37,50.80,44.44
S03,4,24,115292,120292,GESTURE,5,Pointing Index,0.947,11,69.41,3.37,866.36,42.73,43.55,30.00
S03,4,25,120292,125292,REST,-1,REST,0.027,10,68.89,4.87,875.20,62.84,35.21,11.11
S03,4,26,125292,130292,GESTURE,1,Hand Close,1.000,10,64.96,3.12,925.80,47.31,36.84,22.22
S03,4,27,130292,135292,GESTURE,1,Hand Close,0.666,10,64.90,2.85,926.20,40.94,38.37,33.33
S03,4,28,135292,140292,GESTURE,1,Hand Close,0.959,11,70.63,3.06,851.09,37.58,35.50,10.00
S03,4,29,140292,145292,REST,-1,REST,0.013,11,70.10,3.00,857.45,36.65,19.33,0.00
S03,4,30,145292,150292,GESTURE,7,Flexion of Little Finger,1.000,10,70.23,5.42,859.40,68.63,39.36,22.22
S03,4,31,150292,155292,GESTURE,7,Flexion of Little Finger,0.663,11,67.82,1.39,885.09,19.02,17.90,0.00
S03,4,32,155292,160292,GESTURE,7,Flexion of Little Finger,0.981,10,70.27,4.34,857.00,54.32,36.58,22.22
S03,4,33,160292,165292,REST,-1,REST,0.000,11,68.39,5.18,882.73,74.44,56.21,30.00
S03,4,34,165292,170292,GESTURE,6,Cut Something,0.993,9,65.26,1.64,920.00,25.02,24.34,0.00
S03,4,35,170292,175292,GESTURE,6,Cut Something,0.671,12,72.99,4.89,825.83,59.50,46.58,27.27
S03,4,36,175292,180292,GESTURE,6,Cut Something,0.995,11,74.48,3.86,807.82,44.89,34.07,10.00
S03,4,37,180292,185292,REST,-1,REST,0.000,10,65.03,2.63,924.20,40.09,39.51,22.22
S03,4,38,185292,190292,GESTURE,9,Flexion of Thumb,0.975,11,73.88,7.56,820.91,90.26,52.97,20.00
S03,4,39,190292,195292,GESTURE,9,Flexion of Thumb,0.675,12,80.15,3.32,749.83,31.78,26.79,0.00
S03,4,40,195292,200292,GESTURE,9,Flexion of Thumb,1.000,12,77.43,8.45,784.17,88.56,34.66,18.18
S03,4,41,200292,205292,REST,-1,REST,0.006,10,74.83,14.83,848.20,254.74,277.39,44.44
S03,4,42,206230,211230,GESTURE,4,Wrist Extension,1.000,11,72.70,4.93,829.27,61.68,44.43,30.00
S03,4,43,211230,216230,GESTURE,4,Wrist Extension,0.673,11,67.19,3.28,895.09,46.55,48.10,20.00
S03,5,1,159,5159,REST,-1,REST,0.000,11,70.55,1.16,850.73,14.68,18.53,0.00
S03,5,2,5159,10159,REST,-1,REST,0.000,12,74.18,2.29,809.67,26.16,26.48,9.09
S03,5,3,10159,15159,REST,-1,REST,0.000,10,69.01,6.68,877.60,89.67,32.35,11.11
S03,5,4,15159,20159,REST,-1,REST,0.000,10,64.90,1.40,925.00,21.23,20.20,0.00
S03,5,5,20159,25159,REST,-1,REST,0.000,10,66.20,2.49,907.60,37.03,25.43,11.11
S03,5,6,25159,30159,GESTURE,8,Tripod Grasp,0.992,10,67.43,4.08,893.00,55.34,43.45,33.33
S03,5,7,30159,35159,GESTURE,8,Tripod Grasp,0.676,10,66.63,2.28,901.60,32.52,37.19,22.22
S03,5,8,35159,40159,GESTURE,8,Tripod Grasp,0.990,10,66.89,2.27,898.00,32.28,28.93,11.11
S03,5,9,40159,45159,REST,-1,REST,0.000,11,68.23,2.91,880.91,39.10,40.22,30.00
S03,5,10,45159,50159,GESTURE,7,Flexion of Little Finger,0.986,10,65.93,2.91,911.80,41.45,36.06,11.11
S03,5,11,50159,55159,GESTURE,7,Flexion of Little Finger,0.670,10,65.73,1.86,913.60,27.24,41.60,44.44
S03,5,12,55159,60159,GESTURE,7,Flexion of Little Finger,1.000,10,68.53,3.84,878.20,51.14,53.93,33.33
S03,5,13,60159,65159,REST,-1,REST,0.013,11,72.35,17.30,859.09,131.66,142.13,20.00
S03,5,14,65159,70159,GESTURE,5,Pointing Index,1.000,10,68.01,2.87,883.80,38.07,23.88,11.11
S03,5,15,70159,75159,GESTURE,5,Pointing Index,0.672,11,72.26,4.55,833.64,55.87,30.34,10.00
S03,5,16,75159,80159,GESTURE,5,Pointing Index,0.985,11,71.97,2.06,834.36,25.56,31.17,10.00
S03,5,17,80159,85159,REST,-1,REST,0.000,10,65.51,2.72,917.40,38.39,44.78,22.22
S03,5,18,85159,90159,GESTURE,6,Cut Something,0.985,10,65.91,2.03,911.20,29.34,34.64,0.00
S03,5,19,90159,95159,GESTURE,6,Cut Something,0.675,10,64.09,2.32,937.40,35.73,22.67,0.00
S03,5,20,95159,100159,GESTURE,6,Cut Something,0.999,10,69.81,1.45,859.80,18.96,25.63,0.00
S03,5,21,100159,105159,REST,-1,REST,0.000,11,70.31,3.48,855.45,44.81,45.57,30.00
S03,5,22,105159,110159,GESTURE,4,Wrist Extension,0.974,11,72.64,2.65,827.09,31.13,25.49,10.00
S03,5,23,110159,115159,GESTURE,4,Wrist Extension,0.675,11,69.55,3.60,864.91,45.59,42.00,30.00
S03,5,24,115159,120159,GESTURE,4,Wrist Extension,1.000,10,67.82,3.89,887.60,54.13,56.96,44.44
S03,5,25,120159,125159,REST,-1,REST,0.005,11,74.63,4.32,806.73,49.79,34.61,20.00
S03,5,26,125159,130159,GESTURE,1,Hand Close,0.972,11,71.78,2.74,837.09,33.85,35.82,20.00
S03,5,27,130159,135159,GESTURE,1,Hand Close,0.673,9,62.89,3.23,956.44,49.16,54.19,25.00
S03,5,28,135159,140159,GESTURE,1,Hand Close,1.000,10,64.14,3.72,938.40,54.13,45.17,33.33
S03,5,29,140159,145159,REST,-1,REST,0.011,11,73.16,3.15,821.64,38.08,42.77,30.00
S03,5,30,145159,150159,GESTURE,3,Wrist Flexion,0.962,11,69.01,4.81,873.64,63.41,65.81,70.00
S03,5,31,150159,155159,GESTURE,3,Wrist Flexion,0.667,10,66.50,6.24,910.00,86.89,52.11,44.44
S03,5,32,155159,160159,GESTURE,3,Wrist Flexion,1.000,10,65.31,1.74,919.40,25.75,25.50,0.00
S03,5,33,160159,165159,REST,-1,REST,0.023,10,67.86,4.74,888.60,67.23,54.16,33.33
S03,5,34,165159,170159,GESTURE,9,Flexion of Thumb,0.945,10,67.31,2.95,893.20,43.08,31.55,11.11
S03,5,35,170159,175159,GESTURE,9,Flexion of Thumb,0.677,11,68.86,2.43,872.36,31.51,36.33,20.00
S03,5,36,175159,180159,GESTURE,9,Flexion of Thumb,1.000,11,72.09,1.74,832.73,20.56,19.01,0.00
S03,5,37,180159,185159,REST,-1,REST,0.033,10,69.70,3.13,862.60,40.21,35.49,11.11
S03,5,38,185159,190159,GESTURE,2,Hand Open,0.937,11,69.37,3.28,866.91,43.78,34.02,20.00
S03,5,39,190159,195159,GESTURE,2,Hand Open,0.666,10,64.62,2.75,930.20,41.26,32.00,22.22
S03,5,40,195159,200159,GESTURE,2,Hand Open,1.000,9,65.31,2.62,920.22,39.46,44.29,37.50
S03,5,41,200159,205159,REST,-1,REST,0.053,10,64.98,2.78,925.00,41.93,45.87,33.33
S03,5,42,205159,210159,GESTURE,10,Flexion of Middle Finger,0.911,10,63.88,1.79,940.00,27.87,38.83,22.22
S03,5,43,210159,215159,GESTURE,10,Flexion of Middle Finger,0.678,10,66.14,2.77,908.80,39.50,57.54,44.44
S03,5,44,215159,220159,GESTURE,10,Flexion of Middle Finger,1.000,10,69.44,2.94,865.60,37.63,44.21,55.56
S03,6,1,155,5155,REST,-1,REST,0.000,10,64.65,3.90,931.40,59.41,32.03,22.22
S03,6,2,5155,10155,REST,-1,REST,0.000,10,61.94,3.00,971.00,49.93,52.50,22.22
S03,6,3,10155,15155,REST,-1,REST,0.000,9,63.07,3.07,953.56,48.95,61.76,37.50
S03,6,4,15155,20155,REST,-1,REST,0.000,11,70.05,2.34,857.45,30.41,38.98,20.00
S03,6,5,20155,25155,REST,-1,REST,0.000,10,69.75,2.41,861.20,30.35,31.36,11.11
S03,6,6,25155,30155,GESTURE,2,Hand Open,0.985,10,66.99,6.53,904.00,90.68,43.51,33.33
S03,6,7,30155,35155,GESTURE,2,Hand Open,0.668,10,65.22,4.56,924.40,67.26,35.83,11.11
S03,6,8,35155,40155,GESTURE,2,Hand Open,0.995,10,65.69,2.00,914.20,29.26,30.83,0.00
S03,6,9,40155,45155,REST,-1,REST,0.000,11,69.75,1.65,860.73,21.23,34.05,0.00
S03,6,10,45155,50155,GESTURE,4,Wrist Extension,0.973,10,69.64,2.53,862.80,34.67,27.94,11.11
S03,6,11,50155,55155,GESTURE,4,Wrist Extension,0.675,10,66.04,1.40,909.00,20.09,26.56,11.11
S03,6,12,55155,60155,GESTURE,4,Wrist Extension,1.000,10,67.51,2.03,889.60,27.44,30.49,11.11
S03,6,13,60155,65155,REST,-1,REST,0.005,12,73.56,3.77,817.83,44.74,35.47,18.18
S03,6,14,65155,70155,GESTURE,10,Flexion of Middle Finger,0.966,12,78.95,3.96,761.83,38.78,19.23,0.00
S03,6,15,70155,75155,GESTURE,10,Flexion of Middle Finger,0.675,12,76.95,4.19,782.00,44.36,20.41,0.00
S03,6,16,75155,80155,GESTURE,10,Flexion of Middle Finger,1.000,11,71.81,3.20,837.27,39.56,27.31,0.00
S03,6,17,80155,85155,REST,-1,REST,0.125,10,69.40,4.21,867.80,55.75,72.40,77.78
S03,6,18,85155,90155,GESTURE,8,Tripod Grasp,1.000,11,72.94,5.97,828.18,71.58,36.27,10.00
S03,6,19,90155,95155,GESTURE,8,Tripod Grasp,0.671,10,66.39,5.88,911.00,86.48,63.74,66.67
S03,6,20,95155,100155,GESTURE,8,Tripod Grasp,0.872,10,64.93,3.67,927.00,55.02,66.78,55.56
S03,6,21,100155,105155,REST,-1,REST,0.095,10,63.47,2.92,947.40,46.50,57.08,33.33
S03,6,22,105155,110155,GESTURE,1,Hand Close,1.000,9,64.00,3.56,940.44,54.96,73.45,50.00
S03,6,23,110155,115155,GESTURE,1,Hand Close,0.668,11,69.75,4.12,863.27,53.54,50.91,30.00
S03,6,24,115155,120155,GESTURE,1,Hand Close,0.906,9,63.35,2.65,948.67,41.13,55.94,50.00
S03,6,25,120155,125155,REST,-1,REST,0.058,10,66.52,2.73,903.40,37.98,51.59,44.44
S03,6,26,125155,130155,GESTURE,3,Wrist Flexion,1.000,11,68.88,3.30,873.09,43.93,43.11,20.00
S03,6,27,130155,135155,GESTURE,3,Wrist Flexion,0.675,11,71.06,2.98,845.82,37.91,42.86,10.00
S03,6,28,135155,140155,GESTURE,3,Wrist Flexion,0.931,11,72.68,3.30,827.27,38.79,41.75,30.00
S03,6,29,140155,145155,REST,-1,REST,0.034,10,72.24,4.82,834.40,59.90,33.99,11.11
S03,6,30,145155,150155,GESTURE,5,Pointing Index,1.000,11,66.68,3.68,902.55,51.16,48.63,50.00
S03,6,31,150155,155155,GESTURE,5,Pointing Index,0.666,11,72.41,2.61,829.64,30.21,33.95,10.00
S03,6,32,155155,160155,GESTURE,5,Pointing Index,0.955,11,72.68,2.38,826.36,27.65,24.74,0.00
S03,6,33,160155,165155,REST,-1,REST,0.016,11,71.19,2.70,844.00,33.06,27.19,0.00
S03,6,34,165155,170155,GESTURE,7,Flexion of Little Finger,1.000,10,70.92,2.41,847.00,30.64,40.38,22.22
S03,6,35,170155,175155,GESTURE,7,Flexion of Little Finger,0.672,11,68.60,3.64,877.09,48.05,45.13,40.00
S03,6,36,175155,180155,GESTURE,7,Flexion of Little Finger,0.965,10,68.50,3.95,878.80,52.85,55.40,33.33
S03,6,37,180155,185155,REST,-1,REST,0.006,10,67.30,4.07,894.60,53.42,48.11,22.22
S03,6,38,185155,190155,GESTURE,9,Flexion of Thumb,1.000,10,65.69,3.50,916.00,50.78,49.57,44.44
S03,6,39,190155,195155,GESTURE,9,Flexion of Thumb,0.677,10,65.15,4.19,924.60,60.55,65.53,33.33
S03,6,40,195155,200155,GESTURE,9,Flexion of Thumb,0.973,10,67.40,2.91,891.80,40.38,59.21,55.56
S03,6,41,200155,205155,REST,-1,REST,0.000,10,66.69,2.74,901.20,39.25,54.14,44.44
S03,6,42,205155,210155,GESTURE,6,Cut Something,0.998,10,66.95,1.99,897.00,28.08,38.24,11.11
S03,6,43,210155,215155,GESTURE,6,Cut Something,0.673,10,65.92,2.18,911.20,31.19,52.02,55.56
S03,7,1,428,5428,REST,-1,REST,0.000,10,62.91,2.52,955.20,39.26,49.80,33.33
S03,7,2,5428,10428,REST,-1,REST,0.000,10,64.58,3.11,931.20,46.63,62.00,66.67
S03,7,3,10428,15428,REST,-1,REST,0.000,9,62.71,2.79,958.67,44.45,55.17,37.50
S03,7,4,15428,20428,REST,-1,REST,0.000,10,65.64,5.54,920.60,82.05,64.50,33.33
S03,7,5,20428,25428,REST,-1,REST,0.034,9,63.10,3.43,953.56,53.47,68.01,50.00
S03,7,6,25428,30428,GESTURE,5,Pointing Index,1.000,11,67.38,2.76,892.00,38.19,56.92,50.00
S03,7,7,30428,35428,GESTURE,5,Pointing Index,0.674,10,67.94,3.25,885.20,44.81,49.64,22.22
S03,7,8,35428,40428,GESTURE,5,Pointing Index,0.953,10,67.91,2.92,885.20,39.62,39.04,22.22
S03,7,9,40428,45428,REST,-1,REST,0.019,11,69.51,2.83,864.55,36.20,47.42,50.00
S03,7,10,45428,50428,GESTURE,10,Flexion of Middle Finger,1.000,10,68.42,4.10,880.20,56.92,51.69,44.44
S03,7,11,50428,55428,GESTURE,10,Flexion of Middle Finger,0.669,10,63.76,3.13,943.20,48.09,62.34,44.44
S03,7,12,55428,60428,GESTURE,10,Flexion of Middle Finger,0.969,10,67.42,3.02,891.80,42.46,42.80,22.22
S03,7,13,60428,65428,REST,-1,REST,0.009,10,65.27,2.41,920.60,36.36,42.16,22.22
S03,7,14,65428,70428,GESTURE,9,Flexion of Thumb,1.000,11,76.38,3.75,787.45,41.05,29.35,0.00
S03,7,15,70428,75428,GESTURE,9,Flexion of Thumb,0.676,11,68.56,2.17,876.00,28.96,29.35,10.00
S03,7,16,75428,80428,GESTURE,9,Flexion of Thumb,0.976,10,71.07,4.53,847.80,59.27,40.58,22.22
S03,7,17,80428,85428,REST,-1,REST,0.000,11,66.68,2.85,901.45,40.73,56.09,30.00
S03,7,18,85428,90428,GESTURE,6,Cut Something,0.999,10,66.05,2.80,910.00,40.73,30.72,11.11
S03,7,19,90428,95428,GESTURE,6,Cut Something,0.675,10,66.09,2.57,909.20,36.60,36.32,11.11
S03,7,20,95428,100428,GESTURE,6,Cut Something,0.975,10,68.81,2.78,873.40,37.44,50.49,44.44
S03,7,21,100428,105428,REST,-1,REST,0.000,10,68.45,2.16,877.40,28.78,31.85,22.22
S03,7,22,105428,110428,GESTURE,1,Hand Close,0.997,11,70.19,5.34,859.64,66.49,105.32,50.00
S03,7,23,110428,115428,GESTURE,1,Hand Close,0.669,10,65.25,2.44,920.80,36.20,49.85,44.44
S03,7,24,115428,120428,GESTURE,1,Hand Close,0.993,11,70.00,2.39,858.18,30.83,20.69,0.00
S03,7,25,120428,125428,REST,-1,REST,0.000,11,71.50,2.08,839.82,25.46,33.11,10.00
S03,7,26,125428,130428,GESTURE,2,Hand Open,0.986,10,68.54,2.25,876.40,30.15,35.47,22.22
S03,7,27,130428,135428,GESTURE,2,Hand Open,0.676,11,69.58,2.73,863.64,35.03,38.02,20.00
