repetition;window_id;start_sample;end_sample;label;gesture_id;gesture_name;n_rr;n_valid_rr;n_invalid_rr;is_valid_window;rr_indices;mean_hr_bpm;std_hr_bpm;mean_rr_ms;sdnn_ms;rmssd_ms;pnn50_pct
1;1;0;5000;REST;-1;REST;10;10;0;1;0,1,2,3,4,5,6,7,8,9;64.10;1.26;936.40;19.20;17.20;0.00
1;2;500;5500;REST;-1;REST;10;10;0;1;1,2,3,4,5,6,7,8,9,10;64.00;1.18;937.80;18.02;16.85;0.00
1;3;1000;6000;REST;-1;REST;10;10;0;1;2,3,4,5,6,7,8,9,10,11;63.82;0.90;940.40;14.04;15.99;0.00
1;4;1500;6500;REST;-1;REST;10;10;0;1;3,4,5,6,7,8,9,10,11,12;63.77;0.85;941.00;13.17;11.98;0.00
1;5;2000;7000;REST;-1;REST;10;10;0;1;4,5,6,7,8,9,10,11,12,13;64.02;0.95;937.40;14.67;11.98;0.00
1;6;2500;7500;REST;-1;REST;10;10;0;1;5,6,7,8,9,10,11,12,13,14;64.15;0.79;935.40;12.08;13.20;0.00
1;7;3000;8000;REST;-1;REST;10;10;0;1;6,7,8,9,10,11,12,13,14,15;65.05;2.65;923.80;36.35;40.59;11.11
1;8;3500;8500;REST;-1;REST;10;10;0;1;7,8,9,10,11,12,13,14,15,16;65.54;2.63;916.80;36.20;45.07;22.22
1;9;4000;9000;REST;-1;REST;10;10;0;1;8,9,10,11,12,13,14,15,16,17;65.85;2.56;912.40;35.19;45.31;22.22
1;10;4500;9500;REST;-1;REST;11;11;0;1;9,10,11,12,13,14,15,16,17,18,19;66.34;3.17;906.36;43.36;62.11;40.00
1;11;5000;10000;REST;-1;REST;10;10;0;1;11,12,13,14,15,16,17,18,19,20;66.73;3.23;901.20;44.43;69.04;55.56
1;12;5500;10500;REST;-1;REST;10;10;0;1;12,13,14,15,16,17,18,19,20,21;67.00;3.14;897.40;43.31;69.04;55.56
1;13;6000;11000;REST;-1;REST;10;10;0;1;13,14,15,16,17,18,19,20,21,22;67.27;3.06;893.80;42.15;68.96;55.56
1;14;6500;11500;REST;-1;REST;10;10;0;1;14,15,16,17,18,19,20,21,22,23;67.60;3.03;889.40;41.87;68.68;55.56
1;15;7000;12000;REST;-1;REST;10;10;0;1;15,16,17,18,19,20,21,22,23,24;67.69;2.91;888.00;40.11;59.75;55.56
1;16;7500;12500;REST;-1;REST;10;10;0;1;16,17,18,19,20,21,22,23,24,25;67.82;3.14;886.60;42.68;68.30;55.56
1;17;8000;13000;REST;-1;REST;10;10;0;1;17,18,19,20,21,22,23,24,25,26;67.97;3.17;884.60;43.17;70.48;66.67
1;18;8500;13500;REST;-1;REST;11;11;0;1;18,19,20,21,22,23,24,25,26,27,28;68.07;3.00;883.09;40.68;64.32;50.00
1;19;9000;14000;REST;-1;REST;11;11;0;1;19,20,21,22,23,24,25,26,27,28,29;68.55;2.44;876.36;31.85;49.47;40.00
1;20;9500;14500;REST;-1;REST;10;10;0;1;21,22,23,24,25,26,27,28,29,30;68.30;2.20;879.40;28.92;47.30;33.33
1;21;10000;15000;REST;-1;REST;10;10;0;1;22,23,24,25,26,27,28,29,30,31;68.53;2.21;876.40;29.03;47.67;33.33
1;22;10500;15500;REST;-1;REST;10;10;0;1;23,24,25,26,27,28,29,30,31,32;68.65;2.17;874.80;28.63;47.46;33.33
1;23;11000;16000;REST;-1;REST;11;11;0;1;24,25,26,27,28,29,30,31,32,33,34;74.63;19.25;836.55;133.01;144.58;30.00
1;24;11500;16500;REST;-1;REST;11;11;0;1;25,26,27,28,29,30,31,32,33,34,35;80.82;25.10;793.27;172.00;139.88;20.00
1;25;12000;17000;REST;-1;REST;11;11;0;1;26,27,28,29,30,31,32,33,34,35,36;80.17;25.36;801.09;174.86;197.90;20.00
1;26;12500;17500;REST;-1;REST;12;12;0;1;27,28,29,30,31,32,33,34,35,36,37,38;78.99;24.65;810.67;171.27;192.09;27.27
1;27;13000;18000;REST;-1;REST;12;12;0;1;28,29,30,31,32,33,34,35,36,37,38,39;78.85;24.71;812.50;172.20;193.10;36.36
1;28;13500;18500;REST;-1;REST;11;11;0;1;30,31,32,33,34,35,36,37,38,39,40;79.63;25.69;808.91;180.81;202.61;40.00
1;29;14000;19000;REST;-1;REST;11;11;0;1;31,32,33,34,35,36,37,38,39,40,41;79.49;25.76;810.73;181.69;202.65;40.00
1;30;14500;19500;REST;-1;REST;11;11;0;1;32,33,34,35,36,37,38,39,40,41,42;79.20;25.89;814.55;183.31;202.62;40.00
1;31;15000;20000;REST;-1;REST;11;11;0;1;33,34,35,36,37,38,39,40,41,42,43;78.98;25.99;817.45;184.60;202.61;40.00
1;32;15500;20500;REST;-1;REST;11;11;0;1;34,35,36,37,38,39,40,41,42,43,44;78.90;26.02;818.55;185.05;147.91;30.00
1;33;16000;21000;REST;-1;REST;10;10;0;1;36,37,38,39,40,41,42,43,44,45;66.83;2.05;898.60;28.39;47.22;22.22
1;34;16500;21500;REST;-1;REST;11;11;0;1;37,38,39,40,41,42,43,44,45,46,47;67.28;2.18;892.73;30.12;42.69;20.00
1;35;17000;22000;REST;-1;REST;11;11;0;1;38,39,40,41,42,43,44,45,46,47,48;67.60;1.82;888.18;24.53;25.89;10.00
1;36;17500;22500;REST;-1;REST;10;10;0;1;40,41,42,43,44,45,46,47,48,49;66.80;1.90;899.00;27.51;25.37;11.11
1;37;18000;23000;REST;-1;REST;10;10;0;1;41,42,43,44,45,46,47,48,49,50;67.28;2.02;892.60;28.97;41.24;22.22
1;38;18500;23500;REST;-1;REST;10;10;0;1;42,43,44,45,46,47,48,49,50,51;67.30;2.01;892.40;28.92;43.32;22.22
1;39;19000;24000;REST;-1;REST;10;10;0;1;43,44,45,46,47,48,49,50,51,52;67.25;2.04;893.00;29.25;43.50;22.22
1;40;19500;24500;REST;-1;REST;11;11;0;1;44,45,46,47,48,49,50,51,52,53,54;74.06;22.29;852.36;147.90;169.70;30.00
1;41;20000;25000;REST;-1;REST;12;12;0;1;45,46,47,48,49,50,51,52,53,54,55,56;85.73;32.49;778.00;215.90;161.86;27.27
1;42;25291;30291;GESTURE;9;Flexion of Thumb;11;11;0;1;59,60,61,62,63,64,65,66,67,68,69;69.05;5.02;874.73;82.93;82.11;10.00
1;43;25791;30791;GESTURE;9;Flexion of Thumb;11;11;0;1;60,61,62,63,64,65,66,67,68,69,70;70.45;1.09;851.82;13.72;17.10;0.00
1;44;26291;31291;GESTURE;9;Flexion of Thumb;11;11;0;1;61,62,63,64,65,66,67,68,69,70,71;70.50;1.04;851.27;13.12;15.21;0.00
1;45;26791;31791;GESTURE;9;Flexion of Thumb;10;10;0;1;63,64,65,66,67,68,69,70,71,72;70.47;1.10;851.60;13.88;16.94;0.00
1;46;33631;38631;GESTURE;9;Flexion of Thumb;11;11;0;1;79,80,81,82,83,84,85,86,87,88,89;78.71;23.49;814.73;188.82;271.42;40.00
1;47;34131;39131;GESTURE;9;Flexion of Thumb;11;11;0;1;80,81,82,83,84,85,86,87,88,89,90;78.17;23.65;821.09;189.82;271.12;40.00
1;48;34631;39631;GESTURE;9;Flexion of Thumb;11;11;0;1;81,82,83,84,85,86,87,88,89,90,91;77.99;23.72;823.27;190.32;270.67;40.00
1;49;35131;40131;GESTURE;9;Flexion of Thumb;12;12;0;1;82,83,84,85,86,87,88,89,90,91,92,93;77.80;22.64;820.17;180.15;255.33;27.27
1;50;40261;45261;REST;-1;REST;10;10;0;1;95,96,97,98,99,100,101,102,103,104;68.32;3.12;880.00;39.80;52.37;22.22
1;51;45427;50427;GESTURE;4;Wrist Extension;11;11;0;1;107,108,109,110,111,112,113,114,115,116,117;73.52;2.18;816.91;26.51;16.64;0.00
1;52;45927;50927;GESTURE;4;Wrist Extension;11;11;0;1;108,109,110,111,112,113,114,115,116,117,118;74.12;1.53;809.82;18.27;16.46;0.00
1;53;46427;51427;GESTURE;4;Wrist Extension;11;11;0;1;109,110,111,112,113,114,115,116,117,118,119;74.63;0.71;804.00;8.00;8.81;0.00
1;54;46927;51927;GESTURE;4;Wrist Extension;12;12;0;1;110,111,112,113,114,115,116,117,118,119,120,121;74.99;0.81;800.17;9.04;8.76;0.00
1;55;53725;58725;GESTURE;4;Wrist Extension;10;10;0;1;127,128,129,130,131,132,133,134,135,136;62.75;0.86;956.40;13.82;18.28;0.00
1;56;54225;59225;GESTURE;4;Wrist Extension;10;10;0;1;128,129,130,131,132,133,134,135,136,137;62.87;1.11;954.60;17.46;16.88;0.00
1;57;54725;59725;GESTURE;4;Wrist Extension;10;10;0;1;129,130,131,132,133,134,135,136,137,138;63.70;2.26;943.00;33.15;25.66;11.11
1;58;55225;60225;GESTURE;4;Wrist Extension;10;10;0;1;130,131,132,133,134,135,136,137,138,139;64.44;2.58;932.60;37.65;25.66;11.11
1;59;60356;65356;REST;-1;REST;10;10;0;1;141,142,143,144,145,146,147,148,149,150;64.74;2.26;928.00;34.79;22.89;0.00
1;60;65507;70507;GESTURE;5;Pointing Index;11;11;0;1;152,153,154,155,156,157,158,159,160,161,162;68.19;2.37;880.91;31.99;24.42;0.00
1;61;66007;71007;GESTURE;5;Pointing Index;11;11;0;1;153,154,155,156,157,158,159,160,161,162,163;68.36;2.17;878.55;28.98;23.25;0.00
1;62;66507;71507;GESTURE;5;Pointing Index;10;10;0;1;155,156,157,158,159,160,161,162,163,164;68.25;2.36;880.20;31.81;18.06;0.00
1;63;67007;72007;GESTURE;5;Pointing Index;10;10;0;1;156,157,158,159,160,161,162,163,164,165;67.47;2.23;890.20;30.67;18.54;0.00
1;64;73853;78853;GESTURE;5;Pointing Index;10;10;0;1;171,172,173,174,175,176,177,178,179,180;67.48;2.29;890.20;31.45;30.75;11.11
1;65;74353;79353;GESTURE;5;Pointing Index;11;11;0;1;172,173,174,175,176,177,178,179,180,181,182;67.47;1.98;890.00;27.54;17.78;0.00
1;66;74853;79853;GESTURE;5;Pointing Index;11;11;0;1;173,174,175,176,177,178,179,180,181,182,183;67.96;2.19;883.82;30.11;17.49;0.00
1;67;75353;80353;GESTURE;5;Pointing Index;11;11;0;1;174,175,176,177,178,179,180,181,182,183,184;68.36;1.81;878.36;24.65;18.21;0.00
1;68;80495;85495;REST;-1;REST;11;11;0;1;186,187,188,189,190,191,192,193,194,195,196;69.78;1.66;860.36;22.00;14.01;0.00
1;69;85659;90659;GESTURE;1;Hand Close;12;12;0;1;198,199,200,201,202,203,204,205,206,207,208,209;75.60;4.52;796.50;49.84;25.56;0.00
1;70;86159;91159;GESTURE;1;Hand Close;12;12;0;1;199,200,201,202,203,204,205,206,207,208,209,210;75.49;4.54;797.67;50.00;26.81;0.00
1;71;86659;91659;GESTURE;1;Hand Close;11;11;0;1;201,202,203,204,205,206,207,208,209,210,211;74.82;4.78;805.09;52.64;28.55;0.00
1;72;87159;92159;GESTURE;1;Hand Close;11;11;0;1;202,203,204,205,206,207,208,209,210,211,212;73.93;4.69;814.73;51.64;28.11;0.00
1;73;93974;98974;GESTURE;1;Hand Close;10;10;0;1;218,219,220,221,222,223,224,225,226,227;66.14;1.98;908.00;28.28;48.65;22.22
1;74;94474;99474;GESTURE;1;Hand Close;10;10;0;1;219,220,221,222,223,224,225,226,227,228;65.87;1.92;911.60;27.45;48.32;22.22
1;75;94974;99974;GESTURE;1;Hand Close;10;10;0;1;221,222,223,224,225,226,227,228,229,230;65.82;1.96;912.40;28.03;47.78;22.22
1;76;95474;100474;GESTURE;1;Hand Close;10;10;0;1;222,223,224,225,226,227,228,229,230,231;65.71;1.92;913.80;27.35;47.76;22.22
1;77;100607;105607;REST;-1;REST;10;10;0;1;233,234,235,236,237,238,239,240,241,242;67.08;1.63;895.00;22.98;23.44;0.00
1;78;105794;110794;GESTURE;10;Flexion of Middle Finger;10;10;0;1;245,246,247,248,249,250,251,252,253,254;67.14;3.14;895.60;44.57;53.69;33.33
1;79;106294;111294;GESTURE;10;Flexion of Middle Finger;10;10;0;1;246,247,248,249,250,251,252,253,254,255;66.83;2.97;899.60;42.15;56.01;33.33
1;80;106794;111794;GESTURE;10;Flexion of Middle Finger;10;10;0;1;247,248,249,250,251,252,253,254,255,256;66.40;2.79;905.20;39.66;56.37;33.33
1;81;107294;112294;GESTURE;10;Flexion of Middle Finger;10;10;0;1;248,249,250,251,252,253,254,255,256,257;65.99;2.61;910.60;37.01;56.28;33.33
1;82;114052;119052;GESTURE;10;Flexion of Middle Finger;11;11;0;1;263,264,265,266,267,268,269,270,271,272,273;70.25;2.42;855.09;29.33;45.05;20.00
1;83;114552;119552;GESTURE;10;Flexion of Middle Finger;11;11;0;1;264,265,266,267,268,269,270,271,272,273,274;70.30;2.38;854.36;28.74;45.03;20.00
1;84;115052;120052;GESTURE;10;Flexion of Middle Finger;11;11;0;1;265,266,267,268,269,270,271,272,273,274,275;70.48;2.26;852.18;27.14;43.74;20.00
1;85;115552;120552;GESTURE;10;Flexion of Middle Finger;11;11;0;1;266,267,268,269,270,271,272,273,274,275,276;70.37;2.27;853.45;27.25;43.63;20.00
1;86;120719;125719;REST;-1;REST;10;10;0;1;279,280,281,282,283,284,285,286,287,288;70.32;2.68;854.40;33.69;42.92;11.11
1;87;125824;130824;GESTURE;7;Flexion of Little Finger;11;11;0;1;290,291,292,293,294,295,296,297,298,299,300;66.37;0.78;904.18;11.04;12.66;0.00
1;88;126324;131324;GESTURE;7;Flexion of Little Finger;10;10;0;1;292,293,294,295,296,297,298,299,300,301;65.92;0.84;910.40;12.36;13.48;0.00
1;89;126824;131824;GESTURE;7;Flexion of Little Finger;10;10;0;1;293,294,295,296,297,298,299,300,301,302;65.61;1.27;914.80;19.03;14.70;0.00
1;90;127324;132324;GESTURE;7;Flexion of Little Finger;10;10;0;1;294,295,296,297,298,299,300,301,302,303;65.24;1.58;920.20;23.92;14.45;0.00
1;91;134130;139130;GESTURE;7;Flexion of Little Finger;10;10;0;1;309,310,311,312,313,314,315,316,317,318;65.68;1.29;913.80;18.72;19.65;0.00
1;92;134630;139630;GESTURE;7;Flexion of Little Finger;10;10;0;1;310,311,312,313,314,315,316,317,318,319;65.95;1.67;910.40;23.88;20.48;0.00
1;93;135130;140130;GESTURE;7;Flexion of Little Finger;10;10;0;1;311,312,313,314,315,316,317,318,319,320;66.25;1.90;906.40;27.09;20.35;0.00
