repetition;window_id;start_sample;end_sample;label;gesture_id;gesture_name;n_rr;n_valid_rr;n_invalid_rr;is_valid_window;rr_indices;mean_hr_bpm;std_hr_bpm;mean_rr_ms;sdnn_ms;rmssd_ms;pnn50_pct
1;1;0;5000;REST;-1;REST;15;15;0;1;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;99.23;6.76;607.47;42.46;16.42;0.00
1;2;500;5500;REST;-1;REST;16;16;0;1;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;99.93;6.68;603.12;41.96;17.23;0.00
1;3;1000;6000;REST;-1;REST;15;15;0;1;3,4,5,6,7,8,9,10,11,12,13,14,15,16,17;101.32;6.30;594.53;39.51;16.56;0.00
1;4;1500;6500;REST;-1;REST;16;16;0;1;4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;102.14;5.55;589.25;34.56;16.34;0.00
1;5;2000;7000;REST;-1;REST;16;16;0;1;6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21;103.63;3.98;579.88;24.03;16.62;0.00
1;6;2500;7500;REST;-1;REST;16;16;0;1;7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22;104.18;2.93;576.38;16.72;13.93;0.00
1;7;3000;8000;REST;-1;REST;16;16;0;1;9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24;104.52;2.47;574.38;13.84;12.51;0.00
1;8;3500;8500;REST;-1;REST;17;17;0;1;10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26;104.15;2.64;576.47;14.81;11.74;0.00
1;9;4000;9000;REST;-1;REST;16;16;0;1;12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27;103.49;2.59;580.12;14.65;11.79;0.00
1;10;4500;9500;REST;-1;REST;16;16;0;1;14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29;102.38;1.82;586.25;10.75;10.29;0.00
1;11;5000;10000;REST;-1;REST;16;16;0;1;16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31;101.37;3.25;592.50;20.35;9.97;0.00
1;12;5500;10500;REST;-1;REST;15;15;0;1;18,19,20,21,22,23,24,25,26,27,28,29,30,31,32;100.36;3.29;598.53;21.02;10.04;0.00
1;13;6000;11000;REST;-1;REST;16;16;0;1;19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34;99.18;4.00;606.00;25.90;10.18;0.00
1;14;6500;11500;REST;-1;REST;15;15;0;1;21,22,23,24,25,26,27,28,29,30,31,32,33,34,35;98.28;3.90;611.47;25.48;10.70;0.00
1;15;7000;12000;REST;-1;REST;15;15;0;1;23,24,25,26,27,28,29,30,31,32,33,34,35,36,37;97.19;3.73;618.27;24.46;10.46;0.00
1;16;7500;12500;REST;-1;REST;15;15;0;1;24,25,26,27,28,29,30,31,32,33,34,35,36,37,38;96.61;3.55;621.87;23.32;10.52;0.00
1;17;8000;13000;REST;-1;REST;15;15;0;1;26,27,28,29,30,31,32,33,34,35,36,37,38,39,40;95.53;2.92;628.67;19.37;10.80;0.00
1;18;8500;13500;REST;-1;REST;15;15;0;1;28,29,30,31,32,33,34,35,36,37,38,39,40,41,42;94.81;2.24;633.20;14.91;11.05;0.00
1;19;9000;14000;REST;-1;REST;15;15;0;1;29,30,31,32,33,34,35,36,37,38,39,40,41,42,43;94.70;1.95;633.87;13.15;12.36;0.00
1;20;9500;14500;REST;-1;REST;15;15;0;1;31,32,33,34,35,36,37,38,39,40,41,42,43,44,45;94.75;1.88;633.47;12.77;10.28;0.00
1;21;10000;15000;REST;-1;REST;15;15;0;1;33,34,35,36,37,38,39,40,41,42,43,44,45,46,47;95.14;2.02;630.93;13.71;10.36;0.00
1;22;10500;15500;REST;-1;REST;15;15;0;1;34,35,36,37,38,39,40,41,42,43,44,45,46,47,48;95.14;2.02;630.93;13.71;11.55;0.00
1;23;11000;16000;REST;-1;REST;14;14;0;1;36,37,38,39,40,41,42,43,44,45,46,47,48,49;94.96;2.55;632.29;17.90;13.89;0.00
1;24;11500;16500;REST;-1;REST;15;15;0;1;37,38,39,40,41,42,43,44,45,46,47,48,49,50,51;93.76;4.08;641.20;30.11;14.76;0.00
1;25;12000;17000;REST;-1;REST;14;14;0;1;39,40,41,42,43,44,45,46,47,48,49,50,51,52;93.25;4.54;645.00;33.57;15.99;0.00
1;26;12500;17500;REST;-1;REST;15;15;0;1;40,41,42,43,44,45,46,47,48,49,50,51,52,53,54;92.83;4.45;647.87;32.75;16.52;0.00
1;27;13000;18000;REST;-1;REST;14;14;0;1;42,43,44,45,46,47,48,49,50,51,52,53,54,55;92.83;4.62;648.00;34.03;17.74;0.00
1;28;13500;18500;REST;-1;REST;14;14;0;1;44,45,46,47,48,49,50,51,52,53,54,55,56,57;92.28;4.19;651.57;31.18;16.30;0.00
1;29;14000;19000;REST;-1;REST;15;15;0;1;45,46,47,48,49,50,51,52,53,54,55,56,57,58,59;92.39;4.01;650.67;29.91;16.25;0.00
1;30;14500;19500;REST;-1;REST;14;14;0;1;47,48,49,50,51,52,53,54,55,56,57,58,59,60;91.75;3.62;655.00;27.48;16.78;0.00
1;31;15000;20000;REST;-1;REST;14;14;0;1;49,50,51,52,53,54,55,56,57,58,59,60,61,62;91.34;3.42;657.86;26.00;14.41;0.00
