repetition;window_id;start_sample;end_sample;label;gesture_id;gesture_name;n_rr;n_valid_rr;n_invalid_rr;is_valid_window;rr_indices;mean_hr_bpm;std_hr_bpm;mean_rr_ms;sdnn_ms;rmssd_ms;pnn50_pct
1;1;0;5000;REST;-1;REST;11;11;0;1;0,1,2,3,4,5,6,7,8,9,10;75.29;2.22;797.64;23.91;23.19;0.00
1;2;500;5500;REST;-1;REST;12;12;0;1;0,1,2,3,4,5,6,7,8,9,10,11;75.18;2.15;798.67;23.08;22.40;0.00
1;3;1000;6000;REST;-1;REST;11;11;0;1;2,3,4,5,6,7,8,9,10,11,12;74.95;2.51;801.45;27.64;24.79;0.00
1;4;1500;6500;REST;-1;REST;11;11;0;1;3,4,5,6,7,8,9,10,11,12,13;74.79;2.65;803.27;29.30;25.07;0.00
1;5;2000;7000;REST;-1;REST;12;12;0;1;4,5,6,7,8,9,10,11,12,13,14,15;74.62;2.62;805.00;28.88;24.75;0.00
1;6;2500;7500;REST;-1;REST;12;12;0;1;5,6,7,8,9,10,11,12,13,14,15,16;74.93;2.79;801.83;30.78;25.31;0.00
1;7;3000;8000;REST;-1;REST;11;11;0;1;7,8,9,10,11,12,13,14,15,16,17;74.34;2.22;807.82;25.24;23.64;0.00
1;8;3500;8500;REST;-1;REST;11;11;0;1;8,9,10,11,12,13,14,15,16,17,18;74.13;2.05;810.00;23.38;22.17;0.00
1;9;4000;9000;REST;-1;REST;12;12;0;1;9,10,11,12,13,14,15,16,17,18,19,20;74.83;2.49;802.67;27.85;23.24;0.00
1;10;4500;9500;REST;-1;REST;12;12;0;1;10,11,12,13,14,15,16,17,18,19,20,21;74.86;2.47;802.33;27.67;27.04;0.00
1;11;5000;10000;REST;-1;REST;11;11;0;1;12,13,14,15,16,17,18,19,20,21,22;74.72;2.64;804.00;29.64;25.60;0.00
1;12;5500;10500;REST;-1;REST;11;11;0;1;13,14,15,16,17,18,19,20,21,22,23;74.87;2.44;802.18;27.18;25.35;0.00
1;13;6000;11000;REST;-1;REST;12;12;0;1;14,15,16,17,18,19,20,21,22,23,24,25;74.69;2.44;804.17;27.14;25.11;0.00
1;14;6500;11500;REST;-1;REST;12;12;0;1;15,16,17,18,19,20,21,22,23,24,25,26;74.75;2.39;803.50;26.53;24.96;0.00
1;15;7000;12000;REST;-1;REST;11;11;0;1;17,18,19,20,21,22,23,24,25,26,27;74.58;2.29;805.27;25.62;24.51;0.00
1;16;7500;12500;REST;-1;REST;11;11;0;1;18,19,20,21,22,23,24,25,26,27,28;74.65;2.37;804.55;26.50;24.34;0.00
1;17;8000;13000;REST;-1;REST;12;12;0;1;19,20,21,22,23,24,25,26,27,28,29,30;74.70;2.28;804.00;25.38;22.44;0.00
1;18;8500;13500;REST;-1;REST;12;12;0;1;20,21,22,23,24,25,26,27,28,29,30,31;74.55;2.12;805.50;23.67;22.88;0.00
1;19;9000;14000;REST;-1;REST;11;11;0;1;22,23,24,25,26,27,28,29,30,31,32;74.86;2.68;802.55;29.26;23.38;0.00
1;20;9500;14500;REST;-1;REST;11;11;0;1;23,24,25,26,27,28,29,30,31,32,33;75.34;2.74;797.45;30.01;24.96;0.00
1;21;10000;15000;REST;-1;REST;12;12;0;1;24,25,26,27,28,29,30,31,32,33,34,35;75.86;2.57;791.83;27.99;25.47;0.00
1;22;10500;15500;REST;-1;REST;12;12;0;1;25,26,27,28,29,30,31,32,33,34,35,36;76.38;2.60;786.50;28.23;24.86;0.00
1;23;11000;16000;REST;-1;REST;11;11;0;1;27,28,29,30,31,32,33,34,35,36,37;77.42;1.92;775.45;20.04;23.44;0.00
1;24;11500;16500;REST;-1;REST;12;12;0;1;28,29,30,31,32,33,34,35,36,37,38,39;78.21;2.28;767.83;23.32;22.26;0.00
1;25;12000;17000;REST;-1;REST;12;12;0;1;29,30,31,32,33,34,35,36,37,38,39,40;78.79;2.90;762.50;28.92;22.07;0.00
1;26;12500;17500;REST;-1;REST;13;13;0;1;30,31,32,33,34,35,36,37,38,39,40,41,42;79.91;3.29;752.15;32.02;23.21;0.00
1;27;13000;18000;REST;-1;REST;12;12;0;1;32,33,34,35,36,37,38,39,40,41,42,43;80.36;3.02;747.67;28.97;25.70;9.09
1;28;13500;18500;REST;-1;REST;12;12;0;1;33,34,35,36,37,38,39,40,41,42,43,44;79.90;3.28;752.17;31.73;24.40;9.09
1;29;14000;19000;REST;-1;REST;12;12;0;1;34,35,36,37,38,39,40,41,42,43,44,45;79.85;3.31;752.67;32.05;24.24;9.09
1;30;14500;19500;REST;-1;REST;13;13;0;1;35,36,37,38,39,40,41,42,43,44,45,46,47;80.18;2.99;749.38;28.73;24.60;8.33
1;31;15000;20000;REST;-1;REST;12;12;0;1;37,38,39,40,41,42,43,44,45,46,47,48;80.14;3.19;749.83;30.82;26.29;9.09
1;32;15500;20500;REST;-1;REST;12;12;0;1;38,39,40,41,42,43,44,45,46,47,48,49;79.84;3.41;752.83;33.14;26.36;9.09
1;33;16000;21000;REST;-1;REST;13;13;0;1;39,40,41,42,43,44,45,46,47,48,49,50,51;79.82;3.28;752.92;31.73;27.23;8.33
1;34;16500;21500;REST;-1;REST;12;12;0;1;41,42,43,44,45,46,47,48,49,50,51,52;79.09;2.97;759.67;28.87;28.07;9.09
1;35;17000;22000;REST;-1;REST;12;12;0;1;42,43,44,45,46,47,48,49,50,51,52,53;78.74;2.27;762.67;22.90;28.28;9.09
1;36;17500;22500;REST;-1;REST;12;12;0;1;44,45,46,47,48,49,50,51,52,53,54,55;78.34;2.13;766.50;21.84;26.55;0.00
1;37;18000;23000;REST;-1;REST;12;12;0;1;45,46,47,48,49,50,51,52,53,54,55,56;78.30;2.18;766.83;22.33;25.87;0.00
1;38;18500;23500;REST;-1;REST;12;12;0;1;46,47,48,49,50,51,52,53,54,55,56,57;78.30;2.18;766.83;22.33;25.07;0.00
1;39;19000;24000;REST;-1;REST;12;12;0;1;47,48,49,50,51,52,53,54,55,56,57,58;78.11;2.04;768.67;20.96;24.78;0.00
1;40;19500;24500;REST;-1;REST;12;12;0;1;49,50,51,52,53,54,55,56,57,58,59,60;78.55;2.27;764.50;23.14;24.80;0.00
1;41;20000;25000;REST;-1;REST;12;12;0;1;50,51,52,53,54,55,56,57,58,59,60,61;79.01;2.21;760.00;22.55;22.07;0.00
1;42;25194;30194;GESTURE;9;Flexion of Thumb;12;12;0;1;64,65,66,67,68,69,70,71,72,73,74,75;80.42;3.81;747.83;38.29;22.25;0.00
1;43;25694;30694;GESTURE;9;Flexion of Thumb;12;12;0;1;65,66,67,68,69,70,71,72,73,74,75,76;80.40;3.83;748.00;38.40;27.16;9.09
1;44;26194;31194;GESTURE;9;Flexion of Thumb;13;13;0;1;66,67,68,69,70,71,72,73,74,75,76,77,78;80.91;3.74;743.23;37.51;26.75;8.33
1;45;26694;31694;GESTURE;9;Flexion of Thumb;12;12;0;1;68,69,70,71,72,73,74,75,76,77,78,79;80.86;3.92;743.83;39.34;27.59;9.09
1;46;33485;38485;GESTURE;9;Flexion of Thumb;13;13;0;1;86,87,88,89,90,91,92,93,94,95,96,97,98;82.52;2.00;727.54;18.46;21.05;0.00
1;47;33985;38985;GESTURE;9;Flexion of Thumb;13;13;0;1;88,89,90,91,92,93,94,95,96,97,98,99,100;82.60;1.80;726.77;16.38;19.01;0.00
1;48;34485;39485;GESTURE;9;Flexion of Thumb;13;13;0;1;89,90,91,92,93,94,95,96,97,98,99,100,101;82.78;1.56;725.08;14.09;17.70;0.00
1;49;34985;39985;GESTURE;9;Flexion of Thumb;13;13;0;1;90,91,92,93,94,95,96,97,98,99,100,101,102;82.69;1.62;725.85;14.64;17.64;0.00
1;50;40138;45138;REST;-1;REST;14;14;0;1;105,106,107,108,109,110,111,112,113,114,115,116,117,118;90.77;6.41;664.29;48.36;29.51;15.38
1;51;45273;50273;GESTURE;6;Cut Something;12;12;0;1;120,121,122,123,124,125,126,127,128,129,130,131;79.25;2.50;757.83;25.59;18.47;0.00
1;52;45773;50773;GESTURE;6;Cut Something;12;12;0;1;121,122,123,124,125,126,127,128,129,130,131,132;79.43;2.52;756.17;25.80;19.39;0.00
1;53;46273;51273;GESTURE;6;Cut Something;12;12;0;1;123,124,125,126,127,128,129,130,131,132,133,134;79.90;2.22;751.50;22.77;17.50;0.00
1;54;46773;51773;GESTURE;6;Cut Something;12;12;0;1;124,125,126,127,128,129,130,131,132,133,134,135;80.69;1.50;743.83;14.56;16.11;0.00
