repetition;window_id;start_sample;end_sample;label;gesture_id;gesture_name;n_rr;n_valid_rr;n_invalid_rr;is_valid_window;rr_indices;mean_hr_bpm;std_hr_bpm;mean_rr_ms;sdnn_ms;rmssd_ms;pnn50_pct
1;1;0;5000;REST;-1;REST;10;10;0;1;0,1,2,3,4,5,6,7,8,9;70.05;3.89;859.20;50.65;29.94;11.11
1;2;500;5500;REST;-1;REST;11;11;0;1;0,1,2,3,4,5,6,7,8,9,10;70.32;3.80;855.82;49.34;39.76;20.00
1;3;1000;6000;REST;-1;REST;10;10;0;1;2,3,4,5,6,7,8,9,10,11;69.54;3.34;864.80;44.42;40.84;22.22
1;4;1500;6500;REST;-1;REST;11;11;0;1;3,4,5,6,7,8,9,10,11,12,13;69.92;3.37;860.18;44.59;38.62;20.00
1;5;2000;7000;REST;-1;REST;11;11;0;1;4,5,6,7,8,9,10,11,12,13,14;69.61;3.20;863.82;42.38;39.69;20.00
1;6;2500;7500;REST;-1;REST;11;11;0;1;5,6,7,8,9,10,11,12,13,14,15;69.16;3.08;869.27;40.86;39.95;20.00
1;7;3000;8000;REST;-1;REST;10;10;0;1;7,8,9,10,11,12,13,14,15,16;69.12;3.09;869.80;40.88;34.86;11.11
1;8;3500;8500;REST;-1;REST;10;10;0;1;8,9,10,11,12,13,14,15,16,17;68.84;3.43;873.80;46.21;36.26;11.11
1;9;4000;9000;REST;-1;REST;10;10;0;1;9,10,11,12,13,14,15,16,17,18;68.71;3.59;875.60;48.67;35.96;11.11
1;10;4500;9500;REST;-1;REST;10;10;0;1;10,11,12,13,14,15,16,17,18,19;68.18;4.29;883.60;60.17;26.25;0.00
1;11;5000;10000;REST;-1;REST;10;10;0;1;11,12,13,14,15,16,17,18,19,20;67.00;4.42;899.40;62.88;26.04;0.00
1;12;5500;10500;REST;-1;REST;10;10;0;1;12,13,14,15,16,17,18,19,20,21;66.09;4.28;911.60;61.02;26.65;0.00
1;13;6000;11000;REST;-1;REST;10;10;0;1;13,14,15,16,17,18,19,20,21,22;65.11;3.67;924.40;53.04;26.71;0.00
1;14;6500;11500;REST;-1;REST;9;9;0;1;15,16,17,18,19,20,21,22,23;63.39;2.15;947.56;33.30;25.34;0.00
1;15;7000;12000;REST;-1;REST;9;9;0;1;16,17,18,19,20,21,22,23,24;62.90;1.51;954.44;24.12;25.34;0.00
1;16;7500;12500;REST;-1;REST;9;9;0;1;17,18,19,20,21,22,23,24,25;62.80;1.33;955.78;21.41;24.04;0.00
1;17;8000;13000;REST;-1;REST;10;10;0;1;18,19,20,21,22,23,24,25,26,27;63.78;2.54;942.20;38.33;31.71;11.11
1;18;8500;13500;REST;-1;REST;10;10;0;1;19,20,21,22,23,24,25,26,27,28;64.32;3.01;934.80;44.94;29.39;11.11
1;19;9000;14000;REST;-1;REST;10;10;0;1;20,21,22,23,24,25,26,27,28,29;64.99;2.84;925.00;42.17;30.27;11.11
1;20;9500;14500;REST;-1;REST;10;10;0;1;21,22,23,24,25,26,27,28,29,30;65.62;2.63;915.80;38.73;29.40;11.11
1;21;10000;15000;REST;-1;REST;10;10;0;1;22,23,24,25,26,27,28,29,30,31;66.29;2.63;906.60;38.52;30.18;11.11
1;22;10500;15500;REST;-1;REST;10;10;0;1;23,24,25,26,27,28,29,30,31,32;67.32;3.18;893.20;44.57;33.83;11.11
1;23;11000;16000;REST;-1;REST;11;11;0;1;24,25,26,27,28,29,30,31,32,33,34;69.33;4.09;868.36;51.64;37.84;20.00
1;24;11500;16500;REST;-1;REST;11;11;0;1;25,26,27,28,29,30,31,32,33,34,35;70.57;4.14;853.09;50.56;37.22;20.00
1;25;12000;17000;REST;-1;REST;11;11;0;1;26,27,28,29,30,31,32,33,34,35,36;71.16;3.78;845.45;45.54;37.22;20.00
1;26;12500;17500;REST;-1;REST;11;11;0;1;27,28,29,30,31,32,33,34,35,36,37;71.25;3.75;844.36;45.19;35.80;20.00
1;27;13000;18000;REST;-1;REST;10;10;0;1;29,30,31,32,33,34,35,36,37,38;71.66;3.66;839.40;43.97;36.06;22.22
1;28;13500;18500;REST;-1;REST;10;10;0;1;30,31,32,33,34,35,36,37,38,39;71.63;3.70;839.80;44.52;36.77;22.22
1;29;14000;19000;REST;-1;REST;10;10;0;1;31,32,33,34,35,36,37,38,39,40;71.44;3.95;842.40;48.25;36.53;22.22
1;30;14500;19500;REST;-1;REST;11;11;0;1;32,33,34,35,36,37,38,39,40,41,42;70.68;4.53;852.36;57.42;45.88;30.00
1;31;15000;20000;REST;-1;REST;11;11;0;1;33,34,35,36,37,38,39,40,41,42,43;71.08;4.94;848.18;61.84;53.86;40.00
1;32;15500;20500;REST;-1;REST;11;11;0;1;34,35,36,37,38,39,40,41,42,43,44;71.30;5.04;845.82;63.17;50.67;30.00
1;33;16000;21000;REST;-1;REST;11;11;0;1;36,37,38,39,40,41,42,43,44,45,46;71.67;5.55;842.18;68.12;50.16;30.00
1;34;16500;21500;REST;-1;REST;11;11;0;1;37,38,39,40,41,42,43,44,45,46,47;72.19;5.80;836.55;71.18;50.31;30.00
1;35;17000;22000;REST;-1;REST;11;11;0;1;38,39,40,41,42,43,44,45,46,47,48;71.63;6.23;844.00;77.01;71.01;40.00
1;36;17500;22500;REST;-1;REST;11;11;0;1;39,40,41,42,43,44,45,46,47,48,49;71.90;6.16;840.73;76.37;76.91;50.00
1;37;18000;23000;REST;-1;REST;11;11;0;1;40,41,42,43,44,45,46,47,48,49,50;72.72;6.04;831.09;75.38;78.19;50.00
1;38;18500;23500;REST;-1;REST;11;11;0;1;41,42,43,44,45,46,47,48,49,50,51;73.11;5.70;826.00;70.99;79.89;60.00
1;39;19000;24000;REST;-1;REST;11;11;0;1;42,43,44,45,46,47,48,49,50,51,52;73.34;5.31;822.55;64.55;76.20;60.00
1;40;19500;24500;REST;-1;REST;11;11;0;1;44,45,46,47,48,49,50,51,52,53,54;71.83;5.88;840.91;72.69;72.56;60.00
1;41;20000;25000;REST;-1;REST;11;11;0;1;45,46,47,48,49,50,51,52,53,54,55;71.18;5.91;848.73;72.71;70.52;50.00
1;42;25285;30285;GESTURE;9;Flexion of Thumb;12;12;0;1;57,58,59,60,61,62,63,64,65,66,67,68;78.31;7.79;774.17;83.92;40.17;18.18
1;43;25785;30785;GESTURE;9;Flexion of Thumb;11;11;0;1;59,60,61,62,63,64,65,66,67,68,69;76.86;9.05;791.82;99.77;43.48;30.00
1;44;26285;31285;GESTURE;9;Flexion of Thumb;11;11;0;1;60,61,62,63,64,65,66,67,68,69,70;74.96;9.47;813.09;105.82;43.39;30.00
1;45;26785;31785;GESTURE;9;Flexion of Thumb;10;10;0;1;62,63,64,65,66,67,68,69,70,71;71.12;8.35;854.60;98.85;45.34;33.33
1;46;33671;38671;GESTURE;9;Flexion of Thumb;10;10;0;1;77,78,79,80,81,82,83,84,85,86;67.26;2.81;893.60;39.54;23.75;0.00
1;47;34171;39171;GESTURE;9;Flexion of Thumb;11;11;0;1;78,79,80,81,82,83,84,85,86,87,88;68.08;2.27;882.36;30.97;23.66;0.00
1;48;34671;39671;GESTURE;9;Flexion of Thumb;11;11;0;1;79,80,81,82,83,84,85,86,87,88,89;68.20;2.06;880.55;27.66;23.66;0.00
1;49;35171;40171;GESTURE;9;Flexion of Thumb;11;11;0;1;80,81,82,83,84,85,86,87,88,89,90;67.92;2.45;884.55;33.61;23.66;0.00
1;50;40302;45302;REST;-1;REST;10;10;0;1;92,93,94,95,96,97,98,99,100,101;68.96;5.68;875.80;74.10;37.65;22.22
1;51;45422;50422;GESTURE;10;Flexion of Middle Finger;12;12;0;1;104,105,106,107,108,109,110,111,112,113,114,115;79.88;3.39;752.50;33.87;27.70;9.09
1;52;45922;50922;GESTURE;10;Flexion of Middle Finger;12;12;0;1;105,106,107,108,109,110,111,112,113,114,115,116;80.43;3.21;747.17;32.07;26.41;9.09
1;53;46422;51422;GESTURE;10;Flexion of Middle Finger;13;13;0;1;106,107,108,109,110,111,112,113,114,115,116,117,118;80.34;3.19;748.00;31.81;22.17;0.00
1;54;46922;51922;GESTURE;10;Flexion of Middle Finger;13;13;0;1;107,108,109,110,111,112,113,114,115,116,117,118,119;80.47;2.93;746.62;28.76;19.61;0.00
